text,aspect,label,text_traduit_en
"Le stage est très formateur, on touche à des projets concrets, on apprend énormément sur le terrain et on sent que ça apporte une vraie expérience, mais il n’y a quasiment pas d’encadrement et on est souvent livré à soi-même.",encadrement,negative,"Le stage est très formateur, on touche à des projets concrets, on apprend énormément sur le terrain et on sent que ça apporte une vraie expérience, mais il n’y a quasiment pas d’encadrement et on est souvent livré à soi-même."
"Le jeu est vraiment immersif, les graphismes sont beaux, l’univers est cohérent et on a envie d’y passer du temps, mais après quelques heures on se rend compte que les missions se ressemblent et que la répétition devient lassante.",graphismes,positive,"Le jeu est vraiment immersif, les graphismes sont beaux, l’univers est cohérent et on a envie d’y passer du temps, mais après quelques heures on se rend compte que les missions se ressemblent et que la répétition devient lassante."
"Le jeu est vraiment immersif, les graphismes sont beaux, l’univers est cohérent et on a envie d’y passer du temps, mais après quelques heures on se rend compte que les missions se ressemblent et que la répétition devient lassante.",variété,negative,"Le jeu est vraiment immersif, les graphismes sont beaux, l’univers est cohérent et on a envie d’y passer du temps, mais après quelques heures on se rend compte que les missions se ressemblent et que la répétition devient lassante."
"Le café est excellent, les arômes sont riches, l’endroit est cosy et on a envie d’y rester pour discuter ou travailler, mais les prix sont tellement élevés que ça devient difficile d’y aller régulièrement.",qualité,positive,"Le café est excellent, les arômes sont riches, l’endroit est cosy et on a envie d’y rester pour discuter ou travailler, mais les prix sont tellement élevés que ça devient difficile d’y aller régulièrement."
"Le café est excellent, les arômes sont riches, l’endroit est cosy et on a envie d’y rester pour discuter ou travailler, mais les prix sont tellement élevés que ça devient difficile d’y aller régulièrement.",prix,negative,"Le café est excellent, les arômes sont riches, l’endroit est cosy et on a envie d’y rester pour discuter ou travailler, mais les prix sont tellement élevés que ça devient difficile d’y aller régulièrement."
"Le débat était intéressant, les intervenants avaient de vrais arguments et ça donnait matière à réflexion, mais l’absence de modération faisait que certains parlaient trop longtemps et que le sujet partait souvent dans tous les sens.",contenu,positive,"Le débat était intéressant, les intervenants avaient de vrais arguments et ça donnait matière à réflexion, mais l’absence de modération faisait que certains parlaient trop longtemps et que le sujet partait souvent dans tous les sens."
"Le débat était intéressant, les intervenants avaient de vrais arguments et ça donnait matière à réflexion, mais l’absence de modération faisait que certains parlaient trop longtemps et que le sujet partait souvent dans tous les sens.",modération,negative,"Le débat était intéressant, les intervenants avaient de vrais arguments et ça donnait matière à réflexion, mais l’absence de modération faisait que certains parlaient trop longtemps et que le sujet partait souvent dans tous les sens."
"La plateforme est vraiment utile, elle centralise tout, permet de gagner du temps et d’éviter beaucoup de tâches répétitives, mais dès qu’il y a un peu trop de monde connecté elle devient lente et peu réactive.",utilité,positive,"La plateforme est vraiment utile, elle centralise tout, permet de gagner du temps et d’éviter beaucoup de tâches répétitives, mais dès qu’il y a un peu trop de monde connecté elle devient lente et peu réactive."
"La plateforme est vraiment utile, elle centralise tout, permet de gagner du temps et d’éviter beaucoup de tâches répétitives, mais dès qu’il y a un peu trop de monde connecté elle devient lente et peu réactive.",performance,negative,"La plateforme est vraiment utile, elle centralise tout, permet de gagner du temps et d’éviter beaucoup de tâches répétitives, mais dès qu’il y a un peu trop de monde connecté elle devient lente et peu réactive."
"Le voyage était dépaysant, on a vu des paysages incroyables, découvert une autre culture et vécu des moments mémorables, mais le rythme était tellement intense qu’on est rentrés complètement épuisés.",expérience,positive,"Le voyage était dépaysant, on a vu des paysages incroyables, découvert une autre culture et vécu des moments mémorables, mais le rythme était tellement intense qu’on est rentrés complètement épuisés."
"Le voyage était dépaysant, on a vu des paysages incroyables, découvert une autre culture et vécu des moments mémorables, mais le rythme était tellement intense qu’on est rentrés complètement épuisés.",fatigue,negative,"Le voyage était dépaysant, on a vu des paysages incroyables, découvert une autre culture et vécu des moments mémorables, mais le rythme était tellement intense qu’on est rentrés complètement épuisés."
"Le livre est bien écrit, le style est fluide, certaines idées sont vraiment originales et on se laisse facilement porter par la narration, mais il y a beaucoup de passages trop longs qui cassent le rythme.",style,positive,"Le livre est bien écrit, le style est fluide, certaines idées sont vraiment originales et on se laisse facilement porter par la narration, mais il y a beaucoup de passages trop longs qui cassent le rythme."
"Le livre est bien écrit, le style est fluide, certaines idées sont vraiment originales et on se laisse facilement porter par la narration, mais il y a beaucoup de passages trop longs qui cassent le rythme.",rythme,negative,"Le livre est bien écrit, le style est fluide, certaines idées sont vraiment originales et on se laisse facilement porter par la narration, mais il y a beaucoup de passages trop longs qui cassent le rythme."
"Le service est rapide, les démarches sont simples, on obtient une réponse sans attendre des heures et tout semble bien huilé, mais le contact est tellement impersonnel qu’on a l’impression d’être juste un numéro.",rapidité,positive,"Le service est rapide, les démarches sont simples, on obtient une réponse sans attendre des heures et tout semble bien huilé, mais le contact est tellement impersonnel qu’on a l’impression d’être juste un numéro."
"Le service est rapide, les démarches sont simples, on obtient une réponse sans attendre des heures et tout semble bien huilé, mais le contact est tellement impersonnel qu’on a l’impression d’être juste un numéro.",relation client,negative,"Le service est rapide, les démarches sont simples, on obtient une réponse sans attendre des heures et tout semble bien huilé, mais le contact est tellement impersonnel qu’on a l’impression d’être juste un numéro."
"Le concert était intense, l’énergie du public était incroyable, on a vraiment vécu un moment fort et unique, mais la qualité du son était inégale et parfois on ne comprenait même plus les paroles.",ambiance,positive,"Le concert était intense, l’énergie du public était incroyable, on a vraiment vécu un moment fort et unique, mais la qualité du son était inégale et parfois on ne comprenait même plus les paroles."
"Le concert était intense, l’énergie du public était incroyable, on a vraiment vécu un moment fort et unique, mais la qualité du son était inégale et parfois on ne comprenait même plus les paroles.",son,negative,"Le concert était intense, l’énergie du public était incroyable, on a vraiment vécu un moment fort et unique, mais la qualité du son était inégale et parfois on ne comprenait même plus les paroles."
"Le produit est simple à utiliser, même sans notice on comprend vite comment ça fonctionne et c’est accessible à tout le monde, mais au moindre choc on sent qu’il est fragile et qu’il ne tiendra pas dans le temps.",simplicité,positive,"Le produit est simple à utiliser, même sans notice on comprend vite comment ça fonctionne et c’est accessible à tout le monde, mais au moindre choc on sent qu’il est fragile et qu’il ne tiendra pas dans le temps."
"Le produit est simple à utiliser, même sans notice on comprend vite comment ça fonctionne et c’est accessible à tout le monde, mais au moindre choc on sent qu’il est fragile et qu’il ne tiendra pas dans le temps.",solidité,negative,"Le produit est simple à utiliser, même sans notice on comprend vite comment ça fonctionne et c’est accessible à tout le monde, mais au moindre choc on sent qu’il est fragile et qu’il ne tiendra pas dans le temps."
"Le travail est intéressant, on touche à des sujets variés, on ne s’ennuie pas et on a le sentiment d’apprendre des choses utiles, mais malgré tout la reconnaissance est faible et les efforts ne sont pas vraiment valorisés.",intérêt,positive,"Le travail est intéressant, on touche à des sujets variés, on ne s’ennuie pas et on a le sentiment d’apprendre des choses utiles, mais malgré tout la reconnaissance est faible et les efforts ne sont pas vraiment valorisés."
"Le travail est intéressant, on touche à des sujets variés, on ne s’ennuie pas et on a le sentiment d’apprendre des choses utiles, mais malgré tout la reconnaissance est faible et les efforts ne sont pas vraiment valorisés.",reconnaissance,negative,"Le travail est intéressant, on touche à des sujets variés, on ne s’ennuie pas et on a le sentiment d’apprendre des choses utiles, mais malgré tout la reconnaissance est faible et les efforts ne sont pas vraiment valorisés."
"Le film est visuellement superbe, la réalisation est soignée, certaines scènes sont vraiment marquantes et esthétiques, mais l’histoire manque de profondeur et on a du mal à s’attacher aux personnages.",visuel,positive,"Le film est visuellement superbe, la réalisation est soignée, certaines scènes sont vraiment marquantes et esthétiques, mais l’histoire manque de profondeur et on a du mal à s’attacher aux personnages."
"Le film est visuellement superbe, la réalisation est soignée, certaines scènes sont vraiment marquantes et esthétiques, mais l’histoire manque de profondeur et on a du mal à s’attacher aux personnages.",scénario,negative,"Le film est visuellement superbe, la réalisation est soignée, certaines scènes sont vraiment marquantes et esthétiques, mais l’histoire manque de profondeur et on a du mal à s’attacher aux personnages."
"Le site est clair, les informations sont bien présentées, on trouve rapidement ce qu’on cherche et la navigation est agréable, mais les temps de chargement sont tellement longs que ça devient frustrant.",lisibilité,positive,"Le site est clair, les informations sont bien présentées, on trouve rapidement ce qu’on cherche et la navigation est agréable, mais les temps de chargement sont tellement longs que ça devient frustrant."
"Le site est clair, les informations sont bien présentées, on trouve rapidement ce qu’on cherche et la navigation est agréable, mais les temps de chargement sont tellement longs que ça devient frustrant.",chargement,negative,"Le site est clair, les informations sont bien présentées, on trouve rapidement ce qu’on cherche et la navigation est agréable, mais les temps de chargement sont tellement longs que ça devient frustrant."
"Le cours est structuré, logique, on comprend bien la progression et chaque notion s’enchaîne naturellement, mais le rythme est tellement lent que l’on finit parfois par décrocher.",organisation,positive,"Le cours est structuré, logique, on comprend bien la progression et chaque notion s’enchaîne naturellement, mais le rythme est tellement lent que l’on finit parfois par décrocher."
"Le cours est structuré, logique, on comprend bien la progression et chaque notion s’enchaîne naturellement, mais le rythme est tellement lent que l’on finit parfois par décrocher.",rythme,negative,"Le cours est structuré, logique, on comprend bien la progression et chaque notion s’enchaîne naturellement, mais le rythme est tellement lent que l’on finit parfois par décrocher."
"Le service est accueillant, les employés sont souriants, prennent le temps d’expliquer et donnent une bonne première impression, mais derrière l’organisation est chaotique et les erreurs sont fréquentes.",accueil,positive,"Le service est accueillant, les employés sont souriants, prennent le temps d’expliquer et donnent une bonne première impression, mais derrière l’organisation est chaotique et les erreurs sont fréquentes."
"Le service est accueillant, les employés sont souriants, prennent le temps d’expliquer et donnent une bonne première impression, mais derrière l’organisation est chaotique et les erreurs sont fréquentes.",organisation,negative,"Le service est accueillant, les employés sont souriants, prennent le temps d’expliquer et donnent une bonne première impression, mais derrière l’organisation est chaotique et les erreurs sont fréquentes."
"Le projet est ambitieux, il rassemble les équipes autour d’une vision commune, donne envie de s’investir et de construire quelque chose de solide, mais le financement est insuffisant et met tout en difficulté.",ambition,positive,"Le projet est ambitieux, il rassemble les équipes autour d’une vision commune, donne envie de s’investir et de construire quelque chose de solide, mais le financement est insuffisant et met tout en difficulté."
"Le projet est ambitieux, il rassemble les équipes autour d’une vision commune, donne envie de s’investir et de construire quelque chose de solide, mais le financement est insuffisant et met tout en difficulté.",financement,negative,"Le projet est ambitieux, il rassemble les équipes autour d’une vision commune, donne envie de s’investir et de construire quelque chose de solide, mais le financement est insuffisant et met tout en difficulté."
"La ville est dynamique, il y a toujours des événements, des expositions, des concerts et une vraie vie culturelle, mais au quotidien le bruit et le stress rendent la vie parfois pesante.",culture,positive,"La ville est dynamique, il y a toujours des événements, des expositions, des concerts et une vraie vie culturelle, mais au quotidien le bruit et le stress rendent la vie parfois pesante."
"La ville est dynamique, il y a toujours des événements, des expositions, des concerts et une vraie vie culturelle, mais au quotidien le bruit et le stress rendent la vie parfois pesante.",stress,negative,"La ville est dynamique, il y a toujours des événements, des expositions, des concerts et une vraie vie culturelle, mais au quotidien le bruit et le stress rendent la vie parfois pesante."
"Le restaurant est chaleureux, l’accueil est agréable, on se sent tout de suite à l’aise et l’ambiance est conviviale, mais le service est tellement lent que le repas finit par s’éterniser.",ambiance,positive,"Le restaurant est chaleureux, l’accueil est agréable, on se sent tout de suite à l’aise et l’ambiance est conviviale, mais le service est tellement lent que le repas finit par s’éterniser."
"Le restaurant est chaleureux, l’accueil est agréable, on se sent tout de suite à l’aise et l’ambiance est conviviale, mais le service est tellement lent que le repas finit par s’éterniser.",service,negative,"Le restaurant est chaleureux, l’accueil est agréable, on se sent tout de suite à l’aise et l’ambiance est conviviale, mais le service est tellement lent que le repas finit par s’éterniser."
"L’application est fluide, moderne, agréable à utiliser et donne vraiment l’impression d’un produit bien conçu, mais on sent qu’elle manque de sécurité et qu’elle n’est pas totalement fiable sur ce point.",ergonomie,positive,"L’application est fluide, moderne, agréable à utiliser et donne vraiment l’impression d’un produit bien conçu, mais on sent qu’elle manque de sécurité et qu’elle n’est pas totalement fiable sur ce point."
"L’application est fluide, moderne, agréable à utiliser et donne vraiment l’impression d’un produit bien conçu, mais on sent qu’elle manque de sécurité et qu’elle n’est pas totalement fiable sur ce point.",sécurité,negative,"L’application est fluide, moderne, agréable à utiliser et donne vraiment l’impression d’un produit bien conçu, mais on sent qu’elle manque de sécurité et qu’elle n’est pas totalement fiable sur ce point."
